Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
11/13/2018 12:30:00 PM,11/13/2018 12:45:00 PM,Queens,Forest Park,"Greenhouse 40.701450, -73.856800",Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1644144971,ACC,1,false,false,,,false,false,47192
11/12/2018 11:15:00 AM,11/12/2018 11:30:00 AM,Bronx,Pelham Bay Park,"Rodman's Neck (40.858166, -73.800918)",Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1640591282,ACC,1,true,false,,,false,false,47090
11/11/2018 05:30:00 PM,11/12/2018 08:30:00 AM,Brooklyn,Marine Park,Near flagpole by Carro Center,Raptor (Unknown),Central,Native,N/A,1.5,Adult,Raptors,,Unfounded,0,false,false,,,false,false,
11/12/2018 10:15:00 AM,11/12/2018 10:30:00 AM,Brooklyn,Prospect Park,"Near Forestry Office 40.665321,-73.973867",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-164579301,ACC,1,false,false,,,false,false,47070
11/12/2018 09:00:00 AM,11/12/2018 09:45:00 AM,Brooklyn,Prospect Park,"Near Containers on Center Drive close to East Drive 40.662591,-73.967776",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-164579301,ACC,1,false,false,,,false,false,47069
11/11/2018 01:50:00 PM,11/11/2018 02:00:00 PM,Brooklyn,Prospect Park,"South Nethermead, path towards Wellhouse Dr. (40.6589531 - 73.9690868)",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1641418481,ACC,1,false,false,,,false,false,47034
11/11/2018 10:00:00 AM,11/11/2018 11:35:00 AM,Brooklyn,Prospect Park,"Lookout Hill, on staircase descending towards West Dr/Wellhouse (40.6570361 - 73.9719326)",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1643195642,ACC,1,false,false,,,false,false,47015
11/10/2018 03:00:00 PM,11/10/2018 03:10:00 PM,Manhattan,Inwood Hill Park,Dykman Ball Fields,Chicken,Employee,Domestic,Healthy,1.5,Adult,Birds,1-1-1642034151,ACC,1,false,false,,,false,false,46961
11/10/2018 09:25:00 AM,11/10/2018 09:38:00 AM,Manhattan,Bryant Park,Corner of 40th/5th,Silver-haired Bat,Central,Native,Injured,1,Adult,Small Mammals-RVS,1-1-1642582482,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/10/2018 11:31:00 AM,11/10/2018 11:41:00 AM,Manhattan,Inwood Hill Park,"top of the Clove trail, near Whaleback rock",Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/09/2018 01:06:00 PM,11/09/2018 01:08:00 PM,Brooklyn,Prospect Park,"40.660216, -73.96231",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1641416302,ACC,1,false,false,,,false,false,46864
11/09/2018 12:22:00 PM,11/09/2018 12:30:00 PM,Brooklyn,Prospect Park,"40.665027, -73.973921",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1641416302,ACC,1,false,false,,,false,false,46865
11/09/2018 08:30:00 AM,11/09/2018 08:58:00 AM,Brooklyn,Prospect Park,"40.663693, -73.971387",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1642034040,ACC,1,false,false,,,false,false,46825
11/09/2018 08:30:00 AM,11/09/2018 08:58:00 AM,Brooklyn,Prospect Park,"40.659976, -73.974474",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1642034040,ACC,1,false,false,,,false,false,46824
11/09/2018 08:30:00 AM,11/09/2018 08:58:00 AM,Brooklyn,Prospect Park,"40.660058, -73.976920",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1642034040,ACC,1,false,false,,,false,false,46823
11/09/2018 09:00:00 AM,11/09/2018 10:15:00 AM,Brooklyn,Bushwick Inlet,Bushwick Inlet Park,Chicken,Employee,Domestic,Healthy,1.25,Adult,Birds,1-1-1642034010,ACC,1,false,false,,,false,false,46854
11/08/2018 03:10:00 PM,11/08/2018 03:46:00 PM,Manhattan,Central Park,Zoo across from snow monkeys,Eastern Gray Squirrel,Other,Native,Injured,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
11/08/2018 01:30:00 PM,11/08/2018 01:45:00 PM,Brooklyn,Prospect Park,Prospect Park Audubon Center,Domestic Rabbit,"Conservancies/""Friends of"" Groups",Domestic,Healthy,0.5,Adult,Domestic;#Small Mammals-non RVS,,ACC,1,false,false,,,false,false,46780
11/07/2018 11:30:00 AM,11/07/2018 11:45:00 AM,Brooklyn,Prospect Park,"Ravine 40.660364,-73.965359",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,1-1-1641417962,ACC,1,false,false,,,false,false,46681
11/07/2018 10:45:00 AM,11/07/2018 11:00:00 AM,Brooklyn,Prospect Park,"Grecian Shelter near Parkside Ave. 40.653067,-73.967313",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1641417962,ACC,1,false,false,,,false,false,46682
11/07/2018 09:00:00 AM,11/07/2018 09:10:00 AM,Brooklyn,Prospect Park,"Boathouse 40.660364,-73.965359",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1636492910,ACC,1,false,false,,,false,false,46658
11/07/2018 02:20:00 PM,11/07/2018 02:30:00 PM,Bronx,Williamsbridge Oval,In front of the entrance to the dog run,Rock Dove,Central,Native,DOA,0.75,Adult,Birds,1-1-1641384261,Relocated/Condition Corrected,1,false,false,,,false,false,
11/07/2018 08:15:00 AM,11/07/2018 09:10:00 AM,Brooklyn,Prospect Park,"Forestry Office near BK Shops 40.665456,-73.974320",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1636492910,ACC,1,false,false,,,false,false,46657
11/07/2018 08:15:00 AM,11/07/2018 09:10:00 AM,Brooklyn,Prospect Park,"Ricks Place in Midwood  40.665766,-73.967614",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1636492910,ACC,1,false,false,,,false,false,46656
11/06/2018 09:15:00 AM,11/06/2018 09:56:00 AM,Brooklyn,Prospect Park,"16th Street/West Drive 40.657669, -73.973511",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1636492850,ACC,1,false,false,,,false,false,46581
11/06/2018 09:15:00 AM,11/06/2018 09:56:00 AM,Brooklyn,Prospect Park,"Center Drive near Cemetery 40.658741, -73.972193",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1636492850,ACC,1,false,false,,,false,false,86580
11/06/2018 09:15:00 AM,11/06/2018 09:56:00 AM,Brooklyn,Prospect Park,"9th Street / Long Meadow  40.663102, -73.975119",Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1636492850,ACC,1,false,false,,,false,false,46579
11/05/2018 02:07:00 PM,11/05/2018 02:10:00 PM,Manhattan,Riverside Park South,Linda's Lawn,Canada Goose,Public,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/03/2018 05:00:00 PM,11/05/2018 01:55:00 PM,Staten Island,Willowbrook Park,Pond,Domestic Duck,Employee,Domestic,N/A,1.25,Adult,Domestic,,Monitored Animal,11,false,true,,0.5,false,false,
11/04/2018 10:30:00 AM,11/04/2018 11:00:00 AM,Brooklyn,Prospect Park,"Under Terrace Bridge on east side of water 40.658303,-73968269",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1637533620,ACC,1,false,false,,,false,false,46450
11/04/2018 10:00:00 AM,11/04/2018 10:00:00 AM,Brooklyn,Marine Park,Path between Lenape Playground and Salt Marsh Nature Trail (40.6048100 -73.9264313 & 40.6046690 -73.9259877),Muskrat,Public,Native,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,2,false,false,,,false,false,
11/03/2018 10:00:00 AM,11/03/2018 11:00:00 AM,Bronx,Seton Falls Park,Trash Can,Virginia Opossum,Central,Native,N/A,1,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
10/29/2018 11:00:00 AM,10/30/2018 12:00:00 PM,Bronx,Matthews Muliner Playground,Unfounded,Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/03/2018 01:30:00 PM,11/03/2018 01:40:00 PM,Brooklyn,Prospect Park,Grand Army Plaza,Raccoon,Central,Native,Unhealthy,0.1,Adult,Small Mammals-RVS,1-1-1636032520,Unfounded,0,false,false,,,false,false,
11/03/2018 12:00:00 PM,11/03/2018 01:00:00 PM,Brooklyn,Prospect Park,Boathouse,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1635959663,ACC,1,false,false,,,false,false,46389
11/03/2018 09:50:00 AM,11/03/2018 10:00:00 AM,Brooklyn,Prospect Park,Peninsula,Raccoon,Central,Native,Unhealthy,0.1,Adult,Small Mammals-RVS,1-1-1639597561,ACC,1,false,false,,,false,false,46339
11/03/2018 09:00:00 AM,11/03/2018 09:30:00 AM,Brooklyn,Prospect Park,Vanderbilt Playground,Raccoon,Central,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1639597561,ACC,1,false,false,,,false,false,46338
11/02/2018 03:03:00 PM,11/02/2018 03:14:00 AM,Brooklyn,McCarren Park,Driggs Avenue and Lorimer Street,Yellow-bellied Sapsucker,Public,Native,Healthy,2,Juvenile,Birds,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
11/03/2018 03:32:00 PM,11/03/2018 03:38:00 PM,Queens,Crocheron Park,Golden Pond foot trails near residences,Raccoon,Public,Native,Injured,1,Adult,Small Mammals-RVS,1-1-1639903402,Unfounded,0,false,false,,,false,false,
11/02/2018 02:30:00 PM,11/02/2018 03:00:00 PM,Manhattan,Randall's Island Park,"Field 84 and East River 40.784057, -73.935578",Herring Gull,Employee,Native,Injured,2,Juvenile,Birds,1-1-1638725200,Rehabilitator,1,true,false,Wild Bird Fund,,false,false,
11/02/2018 11:00:00 AM,11/02/2018 11:20:00 AM,Queens,Astoria Park,Astoria and Shore Blvd,Red-Bellied Woodpecker,Central,Native,Injured,2.5,Adult,Birds,1-1-1635959650,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/02/2018 10:30:00 AM,11/02/2018 10:40:00 AM,Brooklyn,Prospect Park,"wellhouse drive/ west drive  40.655120,-73.971592",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636062570,ACC,1,false,false,,,false,false,46261
11/02/2018 09:30:00 AM,11/02/2018 09:30:00 AM,Brooklyn,Prospect Park,"ballfields long meadow 40.661215, -73.972752",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636062570,ACC,1,false,false,,,false,false,46260
11/02/2018 09:00:00 AM,11/02/2018 09:00:00 AM,Brooklyn,Prospect Park,"PP Garage 40.665308,-73.973678",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636062570,ACC,1,false,false,,,false,false,46259
11/02/2018 12:00:00 AM,11/02/2018 12:00:00 AM,Brooklyn,Prospect Park,"3rd street long meadow 40.665308, -73.971614",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636062570,ACC,1,false,false,,,false,false,46258
11/02/2018 08:30:00 AM,11/02/2018 09:00:00 AM,Brooklyn,Prospect Park,"Long Meadow/ Ball field 4 40.661698, -73.973029",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636062570,ACC,1,false,false,,,false,false,46257
11/01/2018 09:00:00 AM,11/01/2018 11:30:00 AM,Manhattan,Central Park,Conservatory Water,Gull (Unknown),Central,Native,Injured,0.5,Infant,Birds,1-1-1638620433,Unfounded,0,false,false,,,false,false,
11/01/2018 11:15:00 AM,11/01/2018 11:45:00 AM,Bronx,Orchard Beach,Sewage Plant near Turtle Cove,White-tailed Deer,Observed by Ranger,Native,DOA,0.5,Adult,Deer,,Relocated/Condition Corrected,1,false,false,,,false,false,
